speaker,part,order,item_id,tone,text,addressee,note
spk05,A,26,A17,statement,北角,to_agent,
spk05,A,27,A08,statement,二十八號,to_agent,
spk05,A,28,A23,question,三十六個月,to_agent,
spk05,A,29,A22,statement,十八個月,to_agent,
spk05,A,30,A05,statement,九百九十九蚊,to_agent,
spk05,A,31,A20,question,天水圍,to_agent,
spk05,A,32,A08,question,二十八號,to_agent,
spk05,A,33,A09,question,三點半,to_agent,
spk05,A,34,A04,question,二百三十八蚊,to_agent,
spk05,A,35,A24,question,一個禮拜,to_agent,
spk05,A,36,A11,statement,下晝五點,to_agent,
spk05,A,37,A02,statement,七十蚊,to_agent,
spk05,A,38,A26,statement,100GB,to_agent,
spk05,A,39,A27,question,家居寬頻,to_agent,
spk05,A,40,A19,statement,馬鞍山,to_agent,
spk05,A,41,A02,question,七十蚊,to_agent,
spk05,A,42,A07,statement,二十號,to_agent,
spk05,A,43,A12,statement,八點半,to_agent,
spk05,A,44,A11,question,下晝五點,to_agent,
spk05,A,45,A27,statement,家居寬頻,to_agent,
spk05,A,46,A04,statement,二百三十八蚊,to_agent,
spk05,A,47,A16,statement,九龍塘,to_agent,
spk05,A,48,A06,statement,五號,to_agent,
spk05,A,49,A22,question,十八個月,to_agent,
spk05,A,50,A18,statement,太子,to_agent,
spk05,A,51,A12,question,八點半,to_agent,
spk05,A,52,A10,statement,十一點,to_agent,
spk05,A,53,A21,question,深水埗,to_agent,
spk05,A,54,A19,question,馬鞍山,to_agent,
spk05,A,55,A14,question,月尾,to_agent,
spk05,A,56,A18,question,太子,to_agent,
spk05,A,57,A13,statement,下個禮拜三,to_agent,
spk05,A,58,A29,statement,年費,to_agent,
spk05,A,59,A26,question,100GB,to_agent,
spk05,A,60,A16,question,九龍塘,to_agent,
spk05,B,1,B-SD02,,"細佬,你攞咗我個叉電器呀",side,
spk05,B,2,B-PR08,pair,幾多錢話,to_agent,
spk05,B,3,B-PR08,pair,幾多錢話,side,
spk05,B,4,B-PR10,pair,知道喇,to_agent,
spk05,B,5,B-PR10,pair,知道喇,side,
spk05,B,6,B-TA18,,我部機成日斷線,to_agent,
spk05,B,7,B-SD16,,今日好熱呀,side,
spk05,B,8,B-SD13,,隻貓又跳上枱,side,
spk05,B,9,B-SD06,,"家姐,借你支筆用下",side,
spk05,B,10,B-TA20,,"OK,咁就咁啦",to_agent,
spk05,B,11,B-SD03,,"老公,幫手晾埋啲衫",side,
spk05,B,12,B-SD04,,"囡囡,食完飯先玩",side,
spk05,B,13,B-TA17,,可唔可以分期俾,to_agent,
spk05,B,14,B-TA04,,我想查下張單,to_agent,
spk05,B,15,B-PR06,pair,再講多次,to_agent,
spk05,B,16,B-PR06,pair,再講多次,side,
spk05,B,17,B-TA19,,"你等等,我搵下張卡",to_agent,
spk05,B,18,B-SD08,,"阿婆,你坐低先啦",side,
spk05,B,19,B-SD18,,張櫈擺返埋去,side,
spk05,B,20,B-SD11,,啲飯熟咗未,side,
spk05,B,21,B-TA12,,你可唔可以send個SMS俾我,to_agent,
spk05,B,22,B-SD19,,你今晚返唔返嚟食飯,side,
spk05,B,23,B-PR09,pair,咁點算,to_agent,
spk05,B,24,B-PR09,pair,咁點算,side,
spk05,B,25,B-SD01,,"阿媽,啲湯飲得未",side,
spk05,B,26,B-PR03,pair,你講咩話,to_agent,
spk05,B,27,B-PR03,pair,你講咩話,side,
spk05,B,28,B-SD05,,"阿爸,你鎖咗門未",side,
spk05,B,29,B-TA08,,我記唔到你頭先講嘅,to_agent,
spk05,B,30,B-TA06,,有冇折扣呀,to_agent,
spk05,B,31,B-TA11,,咁係咪要另外收錢,to_agent,
spk05,B,32,B-TA07,,sorry可唔可以再講一次,to_agent,
spk05,B,33,B-SD07,,"仔仔,細聲啲啦",side,
spk05,B,34,B-SD12,,邊個拎咗個遙控,side,
spk05,B,35,B-TA15,,"唔係喎,我冇申請過呢個",to_agent,
spk05,B,36,B-PR05,pair,係咪呀,to_agent,
spk05,B,37,B-PR05,pair,係咪呀,side,
spk05,B,38,B-TA16,,咁張合約幾時完,to_agent,
spk05,B,39,B-TA05,,即係幾時要交錢,to_agent,
spk05,B,40,B-SD09,,"Amy,你幾點返公司",side,
spk05,B,41,B-TA09,,咁幾時會有人打俾我,to_agent,
spk05,B,42,B-TA14,,"好,冇問題",to_agent,
spk05,B,43,B-PR02,pair,好呀,to_agent,
spk05,B,44,B-PR02,pair,好呀,side,
spk05,B,45,B-TA02,,咁我要點做,to_agent,
spk05,B,46,B-PR07,pair,得唔得呀,to_agent,
spk05,B,47,B-PR07,pair,得唔得呀,side,
spk05,B,48,B-TA01,,唔該你講清楚少少,to_agent,
spk05,B,49,B-SD14,,快啲換鞋啦,side,
spk05,B,50,B-TA03,,可唔可以轉個真人同我傾,to_agent,
spk05,B,51,B-TA10,,我想改個登記地址,to_agent,
spk05,B,52,B-PR01,pair,等陣先,to_agent,
spk05,B,53,B-PR01,pair,等陣先,side,
spk05,B,54,B-PR04,pair,唔使喇,to_agent,
spk05,B,55,B-PR04,pair,唔使喇,side,
spk05,B,56,B-SD15,,個熱水爐著咗未,side,
spk05,B,57,B-SD10,,"老婆,雪櫃仲有冇蛋",side,
spk05,B,58,B-SD20,,件衫掛咗喺邊,side,
spk05,B,59,B-TA13,,我諗諗先再覆你,to_agent,
spk05,B,60,B-SD17,,垃圾拎咗落去未,side,
spk05,C,1,C,,"(自然應聲,事後標注時間點)",to_agent,
spk06,A,1,A29,statement,年費,to_agent,
spk06,A,2,A01,question,四百蚊,to_agent,
spk06,A,3,A12,statement,八點半,to_agent,
spk06,A,4,A24,statement,一個禮拜,to_agent,
spk06,A,5,A15,question,月頭,to_agent,
spk06,A,6,A06,statement,五號,to_agent,
spk06,A,7,A15,statement,月頭,to_agent,
spk06,A,8,A28,statement,行政費,to_agent,
spk06,A,9,A19,question,馬鞍山,to_agent,
spk06,A,10,A09,question,三點半,to_agent,
spk06,A,11,A14,question,月尾,to_agent,
spk06,A,12,A04,statement,二百三十八蚊,to_agent,
spk06,A,13,A11,question,下晝五點,to_agent,
spk06,A,14,A20,statement,天水圍,to_agent,
spk06,A,15,A10,question,十一點,to_agent,
spk06,A,16,A02,statement,七十蚊,to_agent,
spk06,A,17,A22,question,十八個月,to_agent,
spk06,A,18,A05,statement,九百九十九蚊,to_agent,
spk06,A,19,A21,statement,深水埗,to_agent,
spk06,A,20,A26,question,100GB,to_agent,
spk06,A,21,A08,statement,二十八號,to_agent,
spk06,A,22,A13,question,下個禮拜三,to_agent,
spk06,A,23,A30,question,兩部機,to_agent,
spk06,A,24,A27,question,家居寬頻,to_agent,
spk06,A,25,A23,question,三十六個月,to_agent,
spk06,A,26,A08,question,二十八號,to_agent,
spk06,A,27,A25,statement,20GB,to_agent,
spk06,A,28,A19,statement,馬鞍山,to_agent,
spk06,A,29,A24,question,一個禮拜,to_agent,
spk06,A,30,A16,question,九龍塘,to_agent,
spk06,A,31,A30,statement,兩部機,to_agent,
spk06,A,32,A21,question,深水埗,to_agent,
spk06,A,33,A18,question,太子,to_agent,
spk06,A,34,A04,question,二百三十八蚊,to_agent,
spk06,A,35,A03,question,一千五百蚊,to_agent,
spk06,A,36,A22,statement,十八個月,to_agent,
spk06,A,37,A20,question,天水圍,to_agent,
spk06,A,38,A23,statement,三十六個月,to_agent,
spk06,A,39,A17,statement,北角,to_agent,
spk06,A,40,A07,question,二十號,to_agent,
spk06,A,41,A11,statement,下晝五點,to_agent,
spk06,A,42,A07,statement,二十號,to_agent,
spk06,A,43,A06,question,五號,to_agent,
spk06,A,44,A18,statement,太子,to_agent,
spk06,A,45,A28,question,行政費,to_agent,
spk06,A,46,A13,statement,下個禮拜三,to_agent,
spk06,A,47,A29,question,年費,to_agent,
spk06,A,48,A10,statement,十一點,to_agent,
spk06,A,49,A17,question,北角,to_agent,
spk06,A,50,A12,question,八點半,to_agent,
spk06,A,51,A09,statement,三點半,to_agent,
spk06,A,52,A25,question,20GB,to_agent,
spk06,A,53,A27,statement,家居寬頻,to_agent,
spk06,A,54,A03,statement,一千五百蚊,to_agent,
spk06,A,55,A26,statement,100GB,to_agent,
spk06,A,56,A01,statement,四百蚊,to_agent,
spk06,A,57,A05,question,九百九十九蚊,to_agent,
spk06,A,58,A16,statement,九龍塘,to_agent,
spk06,A,59,A02,question,七十蚊,to_agent,
spk06,A,60,A14,statement,月尾,to_agent,
spk06,B,1,B-TA08,,我記唔到你頭先講嘅,to_agent,
spk06,B,2,B-TA12,,你可唔可以send個SMS俾我,to_agent,
spk06,B,3,B-TA17,,可唔可以分期俾,to_agent,
spk06,B,4,B-TA15,,"唔係喎,我冇申請過呢個",to_agent,
spk06,B,5,B-PR05,pair,係咪呀,to_agent,
spk06,B,6,B-PR05,pair,係咪呀,side,
spk06,B,7,B-TA06,,有冇折扣呀,to_agent,
spk06,B,8,B-SD15,,個熱水爐著咗未,side,
spk06,B,9,B-TA18,,我部機成日斷線,to_agent,
spk06,B,10,B-PR02,pair,好呀,to_agent,
spk06,B,11,B-PR02,pair,好呀,side,
spk06,B,12,B-SD05,,"阿爸,你鎖咗門未",side,
spk06,B,13,B-TA02,,咁我要點做,to_agent,
spk06,B,14,B-SD06,,"家姐,借你支筆用下",side,
spk06,B,15,B-SD08,,"阿婆,你坐低先啦",side,
spk06,B,16,B-TA16,,咁張合約幾時完,to_agent,
spk06,B,17,B-SD11,,啲飯熟咗未,side,
spk06,B,18,B-TA14,,"好,冇問題",to_agent,
spk06,B,19,B-SD12,,邊個拎咗個遙控,side,
spk06,B,20,B-TA19,,"你等等,我搵下張卡",to_agent,
spk06,B,21,B-TA07,,sorry可唔可以再講一次,to_agent,
spk06,B,22,B-SD20,,件衫掛咗喺邊,side,
spk06,B,23,B-TA01,,唔該你講清楚少少,to_agent,
spk06,B,24,B-SD02,,"細佬,你攞咗我個叉電器呀",side,
spk06,B,25,B-PR04,pair,唔使喇,to_agent,
spk06,B,26,B-PR04,pair,唔使喇,side,
spk06,B,27,B-SD03,,"老公,幫手晾埋啲衫",side,
spk06,B,28,B-SD14,,快啲換鞋啦,side,
spk06,B,29,B-TA11,,咁係咪要另外收錢,to_agent,
spk06,B,30,B-SD17,,垃圾拎咗落去未,side,
spk06,B,31,B-SD16,,今日好熱呀,side,
spk06,B,32,B-TA04,,我想查下張單,to_agent,
spk06,B,33,B-SD18,,張櫈擺返埋去,side,
spk06,B,34,B-SD01,,"阿媽,啲湯飲得未",side,
spk06,B,35,B-SD19,,你今晚返唔返嚟食飯,side,
spk06,B,36,B-TA09,,咁幾時會有人打俾我,to_agent,
spk06,B,37,B-SD09,,"Amy,你幾點返公司",side,
spk06,B,38,B-PR07,pair,得唔得呀,to_agent,
spk06,B,39,B-PR07,pair,得唔得呀,side,
spk06,B,40,B-TA03,,可唔可以轉個真人同我傾,to_agent,
spk06,B,41,B-TA05,,即係幾時要交錢,to_agent,
spk06,B,42,B-PR09,pair,咁點算,to_agent,
spk06,B,43,B-PR09,pair,咁點算,side,
spk06,B,44,B-TA13,,我諗諗先再覆你,to_agent,
spk06,B,45,B-PR01,pair,等陣先,to_agent,
spk06,B,46,B-PR01,pair,等陣先,side,
spk06,B,47,B-TA20,,"OK,咁就咁啦",to_agent,
spk06,B,48,B-PR03,pair,你講咩話,to_agent,
spk06,B,49,B-PR03,pair,你講咩話,side,
spk06,B,50,B-TA10,,我想改個登記地址,to_agent,
spk06,B,51,B-PR08,pair,幾多錢話,to_agent,
spk06,B,52,B-PR08,pair,幾多錢話,side,
spk06,B,53,B-SD04,,"囡囡,食完飯先玩",side,
spk06,B,54,B-PR06,pair,再講多次,to_agent,
spk06,B,55,B-PR06,pair,再講多次,side,
spk06,B,56,B-SD10,,"老婆,雪櫃仲有冇蛋",side,
spk06,B,57,B-SD07,,"仔仔,細聲啲啦",side,
spk06,B,58,B-PR10,pair,知道喇,to_agent,
spk06,B,59,B-PR10,pair,知道喇,side,
spk06,B,60,B-SD13,,隻貓又跳上枱,side,
spk06,C,1,C,,"(自然應聲,事後標注時間點)",to_agent,
